,Customer,State,Customer Lifetime Value,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,response Rate
6383,YJ96611,Arizona,7180.283897,Basic,High School or Below,Unemployed,F,0,Suburban,Single,104,30.0,96,0.0,3,Special Auto,Special L1,Offer1,Web,1210.245916,Sports Car,Medsize,0
6384,ME37450,Arizona,5210.348372,Basic,Bachelor,Employed,M,89781,Rural,Single,66,7.0,89,0.0,5,Special Auto,Special L2,Offer1,Agent,37.960537,Four-Door Car,Medsize,0
6385,RD73104,Washington,7942.448548,Premium,High School or Below,Disabled,F,12181,Suburban,Divorced,108,10.0,19,0.0,4,Personal Auto,Personal L1,Offer2,Web,591.511506,Four-Door Car,Medsize,0
6386,QA17596,California,3903.474784,Extended,Bachelor,Employed,F,60068,Suburban,Married,98,17.0,75,0.0,1,Personal Auto,Personal L3,Offer2,Agent,470.4,Two-Door Car,Small,0
6387,FC70869,Arizona,2945.370362,Extended,High School or Below,Employed,F,36167,Suburban,Married,76,9.0,79,3.0,1,Personal Auto,Personal L2,Offer4,Web,364.8,Two-Door Car,Medsize,0
6388,XX32359,California,5325.724541,Basic,High School or Below,Unemployed,M,0,Suburban,Married,73,17.0,44,0.0,7,Personal Auto,Personal L1,Offer2,Call Center,496.474767,Two-Door Car,Medsize,1
6389,KT40899,California,9352.478998,Extended,High School or Below,Employed,M,75436,Rural,Married,78,10.0,20,0.0,2,Personal Auto,Personal L2,Offer2,Agent,9.747443,Four-Door Car,Medsize,0
6390,KI58952,California,51337.90677,Premium,College,Employed,F,72794,Rural,Single,164,3.0,47,1.0,2,Personal Auto,Personal L2,Offer1,Web,50.454459,SUV,Large,0
6391,XI30683,Arizona,6729.867925,Basic,College,Unemployed,M,0,Suburban,Single,103,13.0,20,0.0,9,Personal Auto,Personal L2,Offer1,Branch,741.6,SUV,Medsize,0
6392,KJ19260,Arizona,4682.249396,Basic,College,Employed,M,37929,Rural,Divorced,61,21.0,35,0.0,5,Corporate Auto,Corporate L2,Offer2,Call Center,120.436587,Four-Door Car,Medsize,0
6393,YI28422,Oregon,7635.883324,Extended,High School or Below,Employed,M,30262,Suburban,Married,98,0.0,96,1.0,9,Personal Auto,Personal L3,Offer2,Agent,499.22561,Four-Door Car,Large,0
6394,GG87344,Oregon,4035.009284,Basic,College,Employed,F,55407,Urban,Married,101,30.0,68,1.0,1,Personal Auto,Personal L3,Offer3,Agent,275.341953,SUV,Medsize,0
6395,FG63582,Oregon,3339.764873,Extended,Bachelor,Unemployed,M,0,Suburban,Single,94,20.0,53,0.0,1,Personal Auto,Personal L3,Offer1,Agent,863.327324,Four-Door Car,Medsize,0
6396,QO41043,Oregon,14476.12489,Extended,College,Disabled,F,27572,Suburban,Married,124,11.0,57,0.0,2,Corporate Auto,Corporate L3,Offer3,Branch,595.2,SUV,Medsize,0
6397,EV53200,Nevada,21504.3388,Basic,College,Employed,M,60228,Urban,Divorced,112,23.0,28,1.0,2,Personal Auto,Personal L2,Offer1,Agent,286.102971,SUV,Medsize,0
6398,QT77453,Arizona,5283.362834,Extended,High School or Below,Employed,F,80928,Urban,Divorced,132,26.0,27,0.0,1,Corporate Auto,Corporate L1,Offer1,Agent,538.545218,SUV,Medsize,0
6399,TF67147,Oregon,2248.449633,Basic,Bachelor,Retired,F,24910,Suburban,Single,63,7.0,63,1.0,1,Personal Auto,Personal L3,Offer1,Branch,347.857619,Four-Door Car,Medsize,1
6400,HH90090,California,4076.634665,Basic,Bachelor,Employed,F,29549,Suburban,Divorced,104,17.0,51,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,710.433775,Sports Car,Small,0
6401,KA67497,California,6385.617852,Basic,High School or Below,Unemployed,F,0,Suburban,Single,63,15.149070740488469,35,0.384256105867471,2,Personal Auto,Personal L3,Offer1,Agent,302.4,Two-Door Car,Medsize,0
6402,UR27848,California,17497.52201,Basic,College,Unemployed,M,0,Suburban,Divorced,73,9.0,94,0.0,2,Personal Auto,Personal L1,Offer1,Agent,350.4,Two-Door Car,Medsize,1
6403,XQ12791,California,3401.881747,Extended,High School or Below,Employed,M,41972,Suburban,Divorced,86,20.0,23,0.0,1,Personal Auto,Personal L3,Offer2,Branch,691.709371,Four-Door Car,Medsize,1
6404,IB80924,Washington,32864.4046,Basic,High School or Below,Employed,F,90783,Urban,Divorced,104,0.0,38,2.0,2,Personal Auto,Personal L3,Offer1,Agent,285.745227,SUV,Small,0
6405,JX78176,California,12045.67286,Extended,Bachelor,Employed,F,55805,Urban,Married,99,16.0,30,0.0,2,Personal Auto,Personal L3,Offer1,Branch,425.527151,Four-Door Car,Medsize,0
6406,PH85036,Washington,5482.549359,Basic,Bachelor,Employed,F,79325,Urban,Married,68,4.0,31,0.0,4,Corporate Auto,Corporate L2,Offer2,Agent,251.294821,Four-Door Car,Medsize,0
6407,CG43444,California,9388.981905,Extended,Bachelor,Employed,F,33599,Rural,Divorced,80,23.0,31,0.0,2,Personal Auto,Personal L3,Offer2,Branch,111.265486,Four-Door Car,Small,0
6408,BW46202,Oregon,5995.411008,Extended,Bachelor,Medical Leave,F,28804,Rural,Married,78,6.0,84,0.0,3,Personal Auto,Personal L3,Offer1,Web,76.025368,Two-Door Car,Large,0
6409,ZQ35017,California,4650.063763,Basic,College,Retired,M,28215,Suburban,Single,65,15.0,26,0.0,3,Personal Auto,Personal L1,Offer1,Agent,468.0,Two-Door Car,Medsize,1
6410,NI17718,California,2150.178588,Basic,High School or Below,Unemployed,F,0,Suburban,Single,61,28.0,31,0.0,1,Personal Auto,Personal L3,Offer2,Web,292.8,Four-Door Car,Medsize,1
6411,CV35709,Oregon,14024.35839,Premium,High School or Below,Employed,F,81872,Rural,Married,115,10.0,55,0.0,2,Corporate Auto,Corporate L2,Offer2,Web,256.43803,Four-Door Car,Medsize,1
6412,FX30915,Arizona,21295.51371,Extended,High School or Below,Unemployed,F,0,Suburban,Divorced,96,15.0,73,0.0,2,Corporate Auto,Corporate L2,Offer1,Branch,677.616967,Two-Door Car,Medsize,0
6413,HD12841,California,5505.687336,Basic,Master,Employed,F,95766,Rural,Married,68,17.0,62,0.0,5,Personal Auto,Personal L3,Offer2,Call Center,162.557048,Four-Door Car,Medsize,0
6414,TM13955,Washington,2993.024583,Extended,Master,Unemployed,M,0,Urban,Married,80,28.0,97,0.0,1,Corporate Auto,Corporate L3,Offer1,Branch,286.115778,Four-Door Car,Medsize,0
6415,BG42047,Nevada,2511.944048,Basic,College,Medical Leave,M,17658,Suburban,Married,65,10.0,44,0.0,1,Personal Auto,Personal L3,Offer3,Web,312.0,Four-Door Car,Large,0
6416,JW15941,California,3842.794699,Extended,Master,Employed,M,97832,Rural,Married,95,5.0,98,0.0,1,Personal Auto,Personal L3,Offer2,Web,107.661239,Two-Door Car,Medsize,0
6417,BG60187,Oregon,8012.124825,Extended,Bachelor,Unemployed,M,0,Urban,Single,79,22.0,82,0.0,2,Personal Auto,Personal L3,Offer1,Branch,335.234102,Four-Door Car,Medsize,0
6418,HS13676,California,8216.391903,Premium,High School or Below,Unemployed,M,0,Suburban,Single,117,3.0,33,0.0,9,Personal Auto,Personal L2,Offer1,Agent,983.127481,Four-Door Car,Medsize,0
6419,RH28799,Arizona,2430.959055,Basic,College,Unemployed,M,0,Suburban,Single,70,29.0,30,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,341.329847,Four-Door Car,Medsize,0
6420,UQ40371,Nevada,3352.943699,Extended,Master,Employed,F,55359,Urban,Married,83,28.0,73,0.0,1,Special Auto,Special L3,Offer4,Branch,303.331178,Four-Door Car,Large,0
6421,WV57524,Oregon,10208.92761,Extended,College,Employed,F,35482,Suburban,Married,129,21.0,59,0.0,3,Personal Auto,Personal L1,Offer1,Branch,619.2,SUV,Medsize,1
6422,JG68387,Nevada,8099.40027,Basic,Bachelor,Employed,F,60932,Suburban,Married,101,7.0,35,0.0,3,Corporate Auto,Corporate L3,Offer1,Agent,484.8,SUV,Large,0
6423,SC40169,Oregon,2719.506996,Basic,College,Retired,F,14030,Suburban,Married,72,11.0,3,0.0,1,Personal Auto,Personal L2,Offer2,Branch,345.6,Two-Door Car,Large,1
6424,YB66933,Washington,5382.752045,Basic,Bachelor,Employed,F,77552,Rural,Divorced,68,33.0,76,1.0,7,Corporate Auto,Corporate L3,Offer1,Call Center,45.215059,Four-Door Car,Medsize,0
6425,XD54132,California,2567.346739,Basic,High School or Below,Employed,F,61900,Suburban,Single,64,11.0,64,0.0,1,Corporate Auto,Corporate L3,Offer4,Call Center,307.2,Four-Door Car,Medsize,0
6426,ZQ37164,Arizona,8016.747629,Basic,Bachelor,Employed,F,82828,Urban,Married,67,14.0,36,1.0,2,Personal Auto,Personal L2,Offer4,Agent,217.472776,Four-Door Car,Medsize,0
6427,JW87443,Oregon,6521.368813,Extended,College,Employed,F,72608,Suburban,Married,82,26.0,19,3.0,8,Personal Auto,Personal L3,Offer2,Agent,393.6,Four-Door Car,Medsize,1
6428,EC44438,Nevada,2467.620791,Basic,Bachelor,Medical Leave,F,19352,Suburban,Married,65,16.0,0,0.0,1,Personal Auto,Personal L3,Offer1,Branch,724.463534,Four-Door Car,Small,0
6429,IU62399,California,5860.48309,Basic,Bachelor,Employed,F,36889,Urban,Married,74,24.0,82,1.0,3,Personal Auto,Personal L2,Offer1,Agent,192.186026,Four-Door Car,Medsize,0
6430,MZ79386,California,6925.182046,Extended,Bachelor,Employed,F,88893,Rural,Married,86,5.0,63,0.0,9,Personal Auto,Personal L3,Offer2,Call Center,72.86746,Four-Door Car,Small,0
6431,LO90345,Oregon,14472.583,Basic,College,Employed,F,22012,Rural,Married,185,5.0,69,0.0,5,Corporate Auto,Corporate L3,Offer2,Web,75.698305,Luxury SUV,Small,0
6432,BG84194,Oregon,4037.501846,Basic,College,Employed,M,90760,Rural,Married,103,5.0,7,2.0,1,Special Auto,Special L3,Offer2,Branch,133.475315,SUV,Medsize,0
6433,ZS66375,California,7531.033623,Basic,Bachelor,Unemployed,F,0,Suburban,Single,71,10.0,44,0.0,2,Personal Auto,Personal L3,Offer1,Agent,511.2,Four-Door Car,Medsize,0
6434,GO53814,Oregon,4878.950256,Basic,High School or Below,Employed,F,43358,Suburban,Married,61,2.0,83,0.0,6,Corporate Auto,Corporate L3,Offer4,Branch,400.294938,Two-Door Car,Small,0
6435,JX76668,Washington,11314.24394,Premium,High School or Below,Employed,F,62935,Rural,Married,141,29.0,27,0.0,7,Personal Auto,Personal L1,Offer2,Agent,232.242326,Sports Car,Small,0
6436,RE95629,California,2320.516874,Basic,College,Unemployed,F,0,Suburban,Married,63,18.0,76,0.0,1,Personal Auto,Personal L3,Offer2,Agent,453.6,Two-Door Car,Medsize,0
6437,BR76202,California,4626.801093,Basic,Master,Employed,F,79487,Suburban,Divorced,114,20.0,87,0.0,1,Personal Auto,Personal L2,Offer2,Branch,547.2,SUV,Medsize,1
6438,TP41703,California,7250.029606,Basic,Bachelor,Unemployed,M,0,Suburban,Single,69,17.0,10,0.0,2,Personal Auto,Personal L3,Offer4,Call Center,496.8,Two-Door Car,Medsize,1
6439,RU83859,California,8110.333139,Premium,Bachelor,Medical Leave,F,11489,Suburban,Married,105,4.0,50,0.0,6,Personal Auto,Personal L3,Offer1,Call Center,504.0,Two-Door Car,Small,0
6440,WE52840,Arizona,7053.302737,Extended,College,Employed,F,52982,Rural,Divorced,89,8.0,54,0.0,3,Corporate Auto,Corporate L3,Offer1,Call Center,31.356274,Four-Door Car,Medsize,0
6441,IF30418,California,2574.020376,Basic,Master,Employed,F,34990,Rural,Single,65,23.0,73,0.0,1,Personal Auto,Personal L3,Offer2,Web,42.689135,Four-Door Car,Medsize,1
6442,MO63575,Oregon,4334.064096,Extended,Bachelor,Retired,F,23904,Suburban,Single,123,1.0,67,3.0,1,Corporate Auto,Corporate L3,Offer1,Agent,590.4,SUV,Medsize,1
6443,ZZ89380,Oregon,3196.578455,Extended,Bachelor,Employed,F,62815,Rural,Married,80,14.0,84,0.0,1,Special Auto,Special L1,Offer2,Call Center,47.061469,Two-Door Car,Large,0
6444,PA75237,Nevada,15118.89548,Basic,Doctor,Employed,M,58883,Suburban,Married,62,1.0,47,0.0,2,Corporate Auto,Corporate L2,Offer2,Branch,432.480275,Two-Door Car,Medsize,0
6445,XA50997,Nevada,5444.793941,Basic,High School or Below,Employed,M,91393,Suburban,Married,67,19.0,54,0.0,6,Personal Auto,Personal L3,Offer1,Agent,460.551521,Two-Door Car,Medsize,0
6446,NK16909,Oregon,8188.91743,Basic,Doctor,Employed,M,45318,Suburban,Married,103,17.0,27,0.0,8,Personal Auto,Personal L2,Offer2,Call Center,494.4,Four-Door Car,Medsize,0
6447,TW11115,California,2594.7935,Basic,High School or Below,Employed,F,30064,Urban,Married,65,20.0,23,0.0,1,Personal Auto,Personal L3,Offer1,Agent,296.852419,Two-Door Car,Large,0
6448,DQ50258,California,4814.350556,Basic,College,Unemployed,M,0,Suburban,Single,67,15.149070740488469,4,0.384256105867471,4,Personal Auto,Personal L3,Offer2,Agent,482.4,Four-Door Car,Medsize,1
6449,UK59933,California,5002.093264,Basic,College,Unemployed,M,0,Suburban,Single,70,35.0,56,0.0,3,Personal Auto,Personal L3,Offer3,Call Center,504.0,Four-Door Car,Medsize,1
6450,ZA44520,Arizona,9621.72619,Extended,High School or Below,Employed,F,54872,Suburban,Married,121,9.0,50,0.0,3,Personal Auto,Personal L3,Offer2,Agent,580.8,SUV,Large,0
6451,DY35560,Oregon,2132.771675,Basic,High School or Below,Unemployed,M,0,Suburban,Single,61,0.0,62,0.0,1,Personal Auto,Personal L3,Offer1,Agent,691.677138,Four-Door Car,Small,0
6452,BU72633,Nevada,42561.63183,Basic,Master,Employed,M,66661,Suburban,Single,119,23.0,41,0.0,2,Personal Auto,Personal L2,Offer1,Agent,571.2,Four-Door Car,Medsize,0
6453,UK41984,Arizona,3839.606117,Basic,Doctor,Unemployed,F,0,Suburban,Divorced,112,3.0,51,2.0,1,Personal Auto,Personal L2,Offer1,Agent,537.6,SUV,Medsize,0
6454,GH12466,Washington,3313.014405,Extended,High School or Below,Employed,F,40348,Rural,Married,83,6.0,56,0.0,1,Personal Auto,Personal L3,Offer2,Agent,26.314753,Four-Door Car,Medsize,0
6455,JS10224,California,18321.24471,Basic,College,Employed,F,76726,Rural,Married,65,27.0,26,0.0,2,Personal Auto,Personal L2,Offer2,Branch,10.36741,Four-Door Car,Medsize,0
6456,ZU88113,Oregon,6627.174629,Extended,College,Employed,M,90751,Urban,Married,82,2.0,22,1.0,8,Personal Auto,Personal L2,Offer1,Agent,315.826382,Two-Door Car,Medsize,0
6457,FV63234,California,4957.1612,Basic,Bachelor,Unemployed,F,0,Suburban,Divorced,67,3.0,69,0.0,7,Personal Auto,Personal L2,Offer2,Branch,321.6,Four-Door Car,Medsize,0
6458,ZS22428,California,4916.577034,Basic,Bachelor,Employed,F,21907,Rural,Married,62,6.0,47,0.0,3,Personal Auto,Personal L3,Offer2,Agent,2.96438,Four-Door Car,Medsize,0
6459,XP69351,California,2443.925701,Basic,College,Unemployed,M,0,Rural,Married,69,2.0,55,0.0,1,Personal Auto,Personal L2,Offer2,Branch,124.180159,Four-Door Car,Medsize,0
6460,VB77950,California,3766.366587,Extended,High School or Below,Medical Leave,F,22439,Suburban,Married,98,30.0,63,0.0,1,Personal Auto,Personal L2,Offer1,Agent,470.4,Four-Door Car,Medsize,0
6461,VD69291,California,2702.692335,Basic,College,Disabled,M,22415,Suburban,Married,69,0.0,79,0.0,1,Personal Auto,Personal L1,Offer3,Branch,352.894843,Four-Door Car,Large,0
6462,XZ83249,Nevada,10168.27175,Extended,High School or Below,Employed,F,35504,Urban,Married,128,4.0,86,0.0,3,Personal Auto,Personal L3,Offer3,Call Center,404.303518,SUV,Small,0
6463,VW82067,Washington,5181.620895,Basic,Master,Employed,F,97131,Suburban,Married,64,5.0,80,0.0,6,Personal Auto,Personal L1,Offer2,Agent,307.2,Four-Door Car,Small,1
6464,QE52050,California,5678.050167,Extended,Bachelor,Unemployed,F,0,Suburban,Married,76,8.0,44,0.0,3,Corporate Auto,Corporate L3,Offer2,Agent,364.8,Four-Door Car,Small,1
6465,BB11622,Nevada,10552.16999,Extended,Master,Employed,M,47761,Rural,Married,131,2.0,54,0.0,6,Personal Auto,Personal L3,Offer1,Agent,232.711071,SUV,Small,0
6466,GE82737,Nevada,5337.352409,Extended,Bachelor,Unemployed,F,0,Suburban,Single,86,19.0,93,3.0,5,Personal Auto,Personal L3,Offer1,Agent,619.2,Four-Door Car,Small,0
6467,UQ60825,California,9369.639891,Basic,College,Employed,F,99185,Urban,Married,115,8.0,19,0.0,3,Corporate Auto,Corporate L3,Offer2,Call Center,449.428182,SUV,Medsize,0
6468,XR95069,Washington,4854.745666,Basic,Bachelor,Employed,M,29834,Suburban,Single,64,19.0,44,0.0,3,Personal Auto,Personal L3,Offer4,Agent,307.2,Four-Door Car,Medsize,0
6469,KF70569,Nevada,3890.87081,Extended,High School or Below,Employed,M,91182,Urban,Married,96,8.0,90,0.0,1,Personal Auto,Personal L1,Offer2,Agent,249.140907,Four-Door Car,Medsize,0
6470,JQ68425,California,12919.41828,Basic,College,Employed,M,58236,Rural,Married,108,22.0,92,0.0,2,Corporate Auto,Corporate L2,Offer1,Agent,67.253453,SUV,Small,1
6471,QX84389,California,9024.199159,Basic,Master,Employed,M,71499,Suburban,Married,112,25.0,61,0.0,5,Corporate Auto,Corporate L3,Offer3,Agent,537.6,Sports Car,Small,0
6472,YW11227,California,5325.394799,Basic,Bachelor,Employed,M,62470,Urban,Married,66,34.0,84,0.0,4,Personal Auto,Personal L3,Offer3,Agent,243.766542,Two-Door Car,Medsize,0
6473,TT97465,California,14642.14003,Basic,College,Employed,M,57561,Suburban,Married,62,18.0,57,1.0,2,Corporate Auto,Corporate L3,Offer1,Agent,298.430234,Four-Door Car,Medsize,0
6474,QT26393,California,2446.911045,Basic,Bachelor,Medical Leave,M,29152,Urban,Divorced,67,24.0,72,0.0,1,Personal Auto,Personal L3,Offer4,Agent,255.079807,Two-Door Car,Medsize,0
6475,NK39001,California,3621.68883,Extended,Bachelor,Medical Leave,F,13457,Urban,Married,94,31.0,28,0.0,1,Personal Auto,Personal L3,Offer3,Branch,285.825083,Two-Door Car,Large,1
6476,SW55711,Oregon,3815.321577,Premium,High School or Below,Disabled,M,23540,Suburban,Married,103,30.0,23,2.0,1,Corporate Auto,Corporate L3,Offer3,Branch,494.4,Two-Door Car,Medsize,0
6477,XL50897,Arizona,15739.92367,Extended,Master,Employed,F,48096,Urban,Married,131,10.0,3,0.0,2,Personal Auto,Personal L1,Offer2,Call Center,450.090267,Sports Car,Medsize,0
6478,GG57214,Washington,2410.355726,Basic,Bachelor,Unemployed,F,0,Suburban,Single,67,5.0,53,0.0,1,Personal Auto,Personal L2,Offer2,Agent,482.4,Two-Door Car,Medsize,0
6479,OX61728,California,29006.67071,Basic,High School or Below,Employed,F,40252,Suburban,Divorced,104,12.0,60,0.0,2,Personal Auto,Personal L3,Offer1,Agent,499.2,Sports Car,Medsize,0
6480,BN83547,California,2858.452328,Basic,High School or Below,Employed,F,40706,Rural,Married,71,30.0,96,0.0,1,Personal Auto,Personal L1,Offer3,Agent,166.123172,Four-Door Car,Medsize,1
6481,BC43958,California,7285.030983,Basic,High School or Below,Employed,M,44788,Suburban,Married,61,6.0,48,0.0,2,Corporate Auto,Corporate L1,Offer2,Agent,386.031248,Four-Door Car,Small,1
6482,LD71221,Oregon,4318.088108,Basic,Bachelor,Unemployed,F,0,Urban,Divorced,68,7.0,53,3.0,3,Personal Auto,Personal L3,Offer2,Branch,230.109964,Two-Door Car,Medsize,0
6483,CA47176,Oregon,9671.98323,Extended,Bachelor,Disabled,M,17103,Suburban,Married,87,24.0,29,0.0,2,Personal Auto,Personal L3,Offer1,Branch,417.6,Two-Door Car,Small,0
6484,XN16891,Arizona,2912.892035,Basic,College,Employed,M,81097,Suburban,Divorced,74,7.0,67,0.0,1,Personal Auto,Personal L1,Offer4,Agent,355.2,Four-Door Car,Small,0
6485,FL96333,Nevada,6243.089247,Extended,College,Employed,M,73945,Urban,Married,78,21.0,76,0.0,8,Personal Auto,Personal L3,Offer2,Web,330.872532,Two-Door Car,Medsize,0
6486,LV82913,Oregon,5715.787663,Basic,College,Employed,M,69451,Urban,Married,72,15.149070740488469,93,0.384256105867471,5,Corporate Auto,Corporate L2,Offer2,Web,230.241775,Four-Door Car,Medsize,0
6487,HO50571,California,10208.92761,Extended,College,Employed,F,35482,Suburban,Married,129,21.0,59,0.0,3,Personal Auto,Personal L3,Offer1,Branch,619.2,SUV,Medsize,1
6488,DH68234,California,20498.83124,Basic,Master,Employed,M,56070,Rural,Divorced,74,5.0,73,0.0,2,Personal Auto,Personal L3,Offer1,Branch,87.990528,Two-Door Car,Medsize,0
6489,JZ64443,Washington,4705.589393,Extended,Bachelor,Unemployed,F,0,Suburban,Single,78,21.0,23,3.0,3,Corporate Auto,Corporate L3,Offer4,Agent,555.457674,Four-Door Car,Large,0
6490,WV69362,Arizona,6947.838781,Extended,High School or Below,Unemployed,F,0,Suburban,Single,99,12.0,77,0.0,4,Corporate Auto,Corporate L3,Offer2,Call Center,475.2,Two-Door Car,Medsize,0
6491,RO89767,Arizona,27386.15024,Basic,Master,Unemployed,M,0,Urban,Married,105,0.0,47,0.0,2,Personal Auto,Personal L1,Offer3,Agent,451.13986,Sports Car,Medsize,0
6492,UG93476,California,8002.308333,Basic,College,Unemployed,F,0,Suburban,Married,107,3.0,65,0.0,3,Personal Auto,Personal L3,Offer1,Agent,513.6,SUV,Medsize,1
6493,FU77365,California,9246.223462,Basic,Bachelor,Employed,F,40032,Suburban,Married,118,1.0,50,2.0,7,Personal Auto,Personal L3,Offer1,Web,717.763724,SUV,Medsize,0
6494,FO63400,California,5146.898635,Basic,College,Employed,F,93752,Rural,Divorced,64,34.0,24,0.0,3,Corporate Auto,Corporate L1,Offer4,Call Center,154.713524,Four-Door Car,Large,0
6495,XQ14689,Nevada,4260.709139,Basic,College,Unemployed,M,0,Suburban,Single,62,1.0,73,0.0,3,Personal Auto,Personal L3,Offer1,Agent,446.4,Four-Door Car,Small,0
6496,HH49378,California,30859.36361,Basic,Master,Employed,M,69872,Rural,Married,111,35.0,10,2.0,2,Corporate Auto,Corporate L3,Offer2,Web,218.395525,Sports Car,Medsize,0
6497,RT17851,Oregon,5209.945549,Extended,High School or Below,Employed,F,37940,Urban,Married,129,11.0,36,0.0,1,Special Auto,Special L3,Offer1,Branch,512.542299,Four-Door Car,Medsize,0
6498,WL21375,California,7890.597705,Premium,High School or Below,Unemployed,F,0,Suburban,Married,112,15.0,29,3.0,7,Personal Auto,Personal L3,Offer1,Call Center,747.658769,Four-Door Car,Medsize,1
6499,ST96866,Washington,3123.080994,Basic,Bachelor,Unemployed,M,0,Suburban,Married,101,1.0,83,4.0,1,Special Auto,Special L3,Offer1,Agent,960.115399,Four-Door Car,Medsize,1
6500,SF29524,Oregon,4518.782768,Basic,Doctor,Retired,M,19186,Suburban,Divorced,62,10.0,34,0.0,5,Personal Auto,Personal L1,Offer3,Branch,297.6,Four-Door Car,Small,0
6501,PN86062,California,2962.722482,Extended,High School or Below,Medical Leave,M,16495,Suburban,Married,85,25.0,75,3.0,1,Corporate Auto,Corporate L2,Offer1,Branch,408.0,Four-Door Car,Medsize,0
6502,WR43077,California,9801.287358,Extended,High School or Below,Unemployed,M,0,Suburban,Married,91,33.0,38,0.0,2,Corporate Auto,Corporate L3,Offer3,Agent,436.8,Four-Door Car,Small,0
6503,QZ81258,Oregon,13197.92893,Basic,College,Unemployed,F,0,Suburban,Single,68,15.149070740488469,2,0.384256105867471,2,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,Large,1
6504,YC87263,Oregon,21312.37811,Premium,Master,Employed,F,70734,Suburban,Married,175,4.0,35,0.0,2,Corporate Auto,Corporate L2,Offer1,Branch,1200.292827,SUV,Medsize,0
6505,ND29059,Oregon,11077.68591,Extended,Bachelor,Employed,M,78011,Urban,Married,138,14.0,42,0.0,3,Personal Auto,Personal L3,Offer1,Agent,619.698644,SUV,Medsize,0
6506,PC76141,Nevada,2346.675378,Basic,Bachelor,Medical Leave,M,22932,Suburban,Married,62,2.0,97,0.0,1,Personal Auto,Personal L1,Offer1,Web,297.6,Four-Door Car,Small,0
6507,ZB81881,California,5786.49398,Basic,Bachelor,Employed,M,44784,Suburban,Married,73,32.0,35,0.0,4,Personal Auto,Personal L2,Offer1,Branch,395.386573,Two-Door Car,Medsize,0
6508,TY74870,California,2530.639412,Basic,Master,Medical Leave,F,25143,Rural,Divorced,66,34.0,38,0.0,1,Corporate Auto,Corporate L2,Offer1,Branch,8.737111,Four-Door Car,Medsize,0
6509,EL41362,California,5329.12883,Basic,College,Employed,F,99839,Suburban,Married,66,15.149070740488469,12,0.384256105867471,3,Personal Auto,Personal L2,Offer3,Agent,468.203397,Four-Door Car,Small,0
6510,TZ98966,Nevada,2450.190996,Basic,Bachelor,Unemployed,F,0,Suburban,Single,73,4.0,44,3.0,1,Corporate Auto,Corporate L3,Offer1,Branch,554.376763,Four-Door Car,Medsize,0
6511,BO15959,Washington,27929.96441,Extended,College,Employed,F,88105,Suburban,Married,86,5.0,26,0.0,2,Personal Auto,Personal L3,Offer1,Agent,412.8,Four-Door Car,Medsize,0
6512,QD36118,Oregon,5173.485319,Basic,College,Unemployed,F,0,Suburban,Married,69,30.0,69,0.0,9,Personal Auto,Personal L2,Offer1,Call Center,331.2,Four-Door Car,Medsize,0
6513,ZP47993,California,8208.929715,Premium,Bachelor,Employed,F,40646,Suburban,Married,103,22.0,6,0.0,8,Personal Auto,Personal L3,Offer2,Web,494.4,Four-Door Car,Medsize,0
6514,NT19879,Arizona,4766.940473,Basic,Bachelor,Medical Leave,F,29177,Suburban,Married,64,15.149070740488469,20,0.384256105867471,5,Personal Auto,Personal L3,Offer1,Call Center,307.2,Four-Door Car,Large,0
6515,BF56053,Washington,9320.240511,Premium,Bachelor,Medical Leave,F,18643,Suburban,Married,119,34.0,41,0.0,5,Corporate Auto,Corporate L2,Offer1,Agent,571.2,Four-Door Car,Medsize,0
6516,SN36487,Arizona,10307.65258,Extended,College,Employed,F,78358,Suburban,Married,128,6.0,75,0.0,3,Corporate Auto,Corporate L1,Offer3,Agent,614.4,SUV,Medsize,0
6517,GP40701,California,8277.637562,Basic,Bachelor,Employed,F,79780,Suburban,Married,68,11.0,58,0.0,2,Personal Auto,Personal L2,Offer2,Web,326.4,Four-Door Car,Medsize,0
6518,UK68427,Washington,6369.262355,Extended,High School or Below,Employed,M,34498,Suburban,Single,83,30.0,72,0.0,7,Personal Auto,Personal L3,Offer2,Branch,398.4,Two-Door Car,Small,1
6519,IM15403,California,9368.27103,Extended,College,Employed,M,44980,Urban,Divorced,81,2.0,27,0.0,2,Corporate Auto,Corporate L2,Offer3,Agent,333.478333,Two-Door Car,Medsize,0
6520,IN91592,California,2810.671023,Basic,Bachelor,Employed,F,73858,Suburban,Married,72,8.0,59,3.0,1,Personal Auto,Personal L3,Offer4,Agent,422.59237,Four-Door Car,Medsize,0
6521,GF17866,Oregon,3873.647046,Basic,College,Retired,M,28142,Suburban,Married,105,18.0,50,0.0,1,Corporate Auto,Corporate L2,Offer2,Agent,701.708239,Sports Car,Medsize,1
6522,UB16654,Washington,4718.558501,Basic,Master,Disabled,M,15680,Urban,Divorced,64,15.149070740488469,29,0.384256105867471,8,Personal Auto,Personal L3,Offer4,Web,260.879903,Four-Door Car,Medsize,0
